"dt","brand","models","source","average_daily_price"
"2023-10-03","C1rca","Buckler Sk ","CCS.com","69.95"
"2023-10-08","N/A","Previous","Tactics.com","0.00"
"2023-10-20","Emerica","OG","CCS.com","94.95"
"2023-10-24","Nike SB","SB React Leo ","CCS.com","94.95"
"2023-10-25","DC","JS 1 ","CCS.com","139.95"
"2023-10-22","Adidas","Tyshawn Pro ","Tactics.com","89.95"
"2023-10-21","Opus","Standard Low ","CCS.com","64.95"
"2023-10-13","Last Resort","Resort AB VM003 Suede Hi ","CCS.com","99.95"
"2023-10-10","eS","The Muska ","Tactics.com","149.95"
"2023-10-05","Last Resort","Resort AB VM003 Suede Lo ","CCS.com","89.95"
"2023-10-27","Etnies","Windrow ","Tactics.com","79.95"
"2023-10-26","Lakai","x Pacifico Telford ","CCS.com","99.95"
"2023-10-12","Adidas","Tyshawn Low ","CCS.com","84.95"
"2023-10-18","Adidas","Superstar ADV ","CCS.com","99.95"
"2023-10-18","Adidas","Nora ","CCS.com","79.95"
"2023-10-04","Adidas","Superstar ADV ","CCS.com","99.95"
"2023-09-30","New","Balance Numeric 480 ","CCS.com","99.95"
"2023-10-07","Converse","One Star Pro Ox ","CCS.com","74.95"
"2023-10-16","N/A","Previous","Tactics.com","0.00"
"2023-10-01","Vans","Skate Sk8-Hi Shoes","Tactics.com","79.95"
"2023-10-21","Converse","One Star Pro Ox ","CCS.com","74.95"
"2023-10-24","New","Balance 306 Foy ","CCS.com","89.95"
"2023-10-23","Thirtytwo","The Lounger Slippers","Tactics.com","79.95"
"2023-10-23","Lakai","Trudger ","Tactics.com","89.95"
"2023-10-10","Nike SB","Ishod Wair ","Tactics.com","0.00"
"2023-10-08","Nike SB","SB Zoom Janoski OG+ ","CCS.com","94.95"
"2023-10-25","Nike SB","SB React Leo ","CCS.com","94.95"
"2023-10-08","Emerica","Wino G6 Slip-On Shoes","Tactics.com","69.95"
"2023-10-11","Adidas","PUIG Indoor ","Tactics.com","79.95"
"2023-10-07","Converse","Chuck Taylor All Star Pro High ","Tactics.com","79.95"
"2023-10-02","Etnies","Windrow ","Tactics.com","79.95"
"2023-10-19","Vans","Rowan ","CCS.com","84.95"
"2023-10-03","Vans","x Hockey Skate Slip","CCS.com","79.95"
"2023-10-26","Adidas","Superstar ADV ","CCS.com","99.95"
"2023-10-19","Converse","Chuck Taylor All Star Pro Mid ","Tactics.com","74.95"
"2023-10-11","Last Resort","VM001 - Suede Low Top ","Tactics.com","89.95"
"2023-10-27","C1rca","Tave TT ","CCS.com","79.95"
"2023-10-21","DAKINE","Friendly Foam Comfy Sandals","Tactics.com","0.00"
"2023-10-10","Last Resort","Resort AB VM003 Suede Lo ","CCS.com","89.95"
"2023-10-22","Globe","Mahalo Plus ","CCS.com","89.95"
"2023-10-15","Emerica","KSL G6 ","Tactics.com","94.95"
"2023-10-17","Emerica","Gamma G6 ","Tactics.com","94.95"
"2023-10-14","Adidas","Samba ADV ","Tactics.com","99.95"
"2023-10-12","Converse","Chuck Taylor All Star Pro High ","Tactics.com","79.95"
"2023-10-15","New Balance","Numeric 417 Franky Villani ","Tactics.com","89.95"
"2023-10-12","Nike SB","Zoom Blazer Low Pro GT ","Tactics.com","84.95"
"2023-10-01","Last Resort","VM001 - Suede Low Top ","Tactics.com","94.95"
"2023-10-07","Lakai","Trudger ","Tactics.com","89.95"
"2023-10-06","New Balance","Numeric 306 Jamie Foy ","Tactics.com","89.95"
"2023-10-16","eS","The Muska ","Tactics.com","149.95"
"2023-10-24","Vans","Rowan 2 ","CCS.com","109.95"
"2023-10-26","Nike SB","SB Chron 2 ","CCS.com","74.95"
"2023-10-21","Etnies","JOSL1N ","Tactics.com","109.95"
"2023-10-02","Lakai","MOD ","CCS.com","89.95"
"2023-10-01","Adidas","Superstar ADV ","CCS.com","99.95"
"2023-10-06","eS","Accel Slim Mid ","CCS.com","94.95"
"2023-10-01","Nike SB","SB Zoom Blazer Mid Prm ","CCS.com","84.98"
"2023-10-16","DC","Metric S x Will ","CCS.com","109.95"
"2023-10-26","Lakai","x Pacifico Owen Vlk ","CCS.com","64.95"
"2023-10-10","eS","Accel Slim Mid ","CCS.com","94.95"
"2023-10-26","Nike SB","Zoom Blazer Low Pro GT ","Tactics.com","84.95"
"2023-10-18","DAKINE","Friendly Foam Comfy Sandals","Tactics.com","0.00"
"2023-10-07","Vans","Skate Half Cab ","CCS.com","84.95"
"2023-10-05","C1rca","AL 50 Slim ","CCS.com","69.95"
"2023-10-22","Converse","Chuck Taylor All Star Pro High ","Tactics.com","79.95"
"2023-10-19","New","Balance 22 ","CCS.com","84.95"
"2023-10-17","New","Balance 808 Tiago ","CCS.com","77.00"
"2023-10-23","Etnies","Marana Michelin ","Tactics.com","104.95"
"2023-10-22","Nike SB","Ishod Wair ","Tactics.com","0.00"
"2023-10-14","Nike SB","Leo ","Tactics.com","94.95"
"2023-10-23","Saucony","Shadow 6000 ","CCS.com","139.95"
"2023-10-17","Last Resort","Resort AB VM002 Suede ","CCS.com","89.95"
"2023-10-12","Adidas","Tyshawn ","CCS.com","89.95"
"2023-10-08","Etnies","JOSL1N ","Tactics.com","109.95"
"2023-10-07","Adidas","Busenitz Vulc II ","CCS.com","74.95"
"2023-10-03","Hours","Is Yours C71 ","CCS.com","84.95"
"2023-10-28","N/A","Previous","Tactics.com","0.00"
"2023-10-20","Nike SB","Ishod Wair ","Tactics.com","0.00"
"2023-10-23","Emerica","Wino G6 Cup Slip-On Shoes","Tactics.com","84.95"
"2023-10-27","Adidas","Superstar ADV ","CCS.com","99.95"
"2023-10-08","DC","x Ben G Truth ","CCS.com","139.95"
"2023-10-05","Globe","Mahalo ","CCS.com","84.95"
"2023-10-06","Globe","Sabre ","CCS.com","159.95"
"2023-10-10","Adidas","Tyshawn ","CCS.com","89.95"
"2023-10-01","New","Balance Numeric 480 ","CCS.com","99.95"
"2023-10-15","Vans","Skate Half Cab '92 Shoes","Tactics.com","94.95"
"2023-10-16","Lakai","Telford Low ","Tactics.com","87.95"
"2023-10-01","Nike SB","SB React Leo ","CCS.com","94.95"
"2023-10-17","New Balance","Numeric 306 Jamie Foy ","Tactics.com","89.95"
"2023-10-03","Nike SB","SB Zoom Janoski OG+ ","CCS.com","94.95"
"2023-10-02","Lakai","Trudger ","Tactics.com","94.95"
"2023-10-19","Nike SB","SB Zoom Janoski OG+ ","CCS.com","94.95"
"2023-10-21","Lakai","EVO 2.0 Shoes","Tactics.com","89.95"
"2023-10-13","New","Balance 580 ","CCS.com","91.00"
"2023-10-03","Vans","Half Cab GORE-TEX MTE-3 Boots","Tactics.com","169.95"
"2023-10-24","Adidas","Busenitz Vulc II ","CCS.com","74.95"
"2023-10-28","Emerica","Wino G6 Cup Slip-On Shoes","Tactics.com","84.95"
"2023-10-01","Vans","Wayvee ","CCS.com","94.95"
"2023-10-19","New Balance","Numeric 306 Jamie Foy ","Tactics.com","89.95"
"2023-10-17","eS","Accel Slim Mid ","CCS.com","94.95"
"2023-10-05","Last Resort","Resort AB VM002 Suede ","CCS.com","89.95"
"2023-10-25","Lakai","x Pacifico Owen Vlk ","CCS.com","64.95"
"2023-10-24","DC","JS 1 ","CCS.com","139.95"
"2023-10-04","Converse","Chuck 70 Hi ","CCS.com","89.95"
"2023-10-28","Opus","Honey Slip ","CCS.com","64.95"
"2023-10-02","Nike SB","SB Zoom Blazer Low Pro GT ","CCS.com","59.47"
"2023-10-01","Etnies","Windrow ","Tactics.com","79.95"
"2023-10-19","Last Resort","Resort AB VM003 Suede Lo ","CCS.com","89.95"
"2023-10-25","Adidas","Samba ADV ","Tactics.com","99.95"
"2023-10-14","Tactics","Cascadia Puffy Slippers","Tactics.com","0.00"
"2023-10-05","Last Resort","Resort AB VM003 Suede Hi ","CCS.com","99.95"
"2023-10-12","C1rca","Buckler Sk ","CCS.com","69.95"
"2023-10-25","Tactics","Cascadia Puffy Slippers","Tactics.com","0.00"
"2023-10-10","DC","x Ben G Truth ","CCS.com","139.95"
"2023-10-21","Converse","Ctas Pro Mid ","CCS.com","74.95"
"2023-10-01","Converse","Chuck 70 Hi ","CCS.com","89.95"
"2023-10-27","Opus","Honey Slip ","CCS.com","64.95"
"2023-10-05","Converse","Chuck 70 Hi ","CCS.com","89.95"
"2023-10-13","Adidas","Busenitz ","CCS.com","84.95"
"2023-10-11","Last Resort","Resort AB VM004 Milic Suede ","CCS.com","94.95"
"2023-10-28","New","Balance 1010 Tiago ","CCS.com","109.95"
"2023-10-07","Emerica","Dickson G6 ","Tactics.com","79.95"
"2023-10-11","Adidas","Samba ADV ","CCS.com","99.95"
"2023-10-11","Vans","Rowan ","CCS.com","84.95"
"2023-10-03","eS","Evant ","CCS.com","99.95"
"2023-10-10","Tactics","Cascadia Puffy Slippers","Tactics.com","0.00"
"2023-10-18","New","Balance 417 Franky Halloween ","CCS.com","94.95"
"2023-10-15","New","Balance 580 ","CCS.com","91.00"
"2023-10-13","Adidas","Tyshawn ","CCS.com","89.95"
"2023-10-05","Converse","Chuck 70 Ox ","CCS.com","84.95"
"2023-10-06","Adidas","Nora ","CCS.com","79.95"
"2023-10-02","Vans","The Lizzie ","CCS.com","89.95"
"2023-10-01","Etnies","Marana Michelin ","Tactics.com","104.95"
"2023-10-26","DC","x Ben G Truth ","CCS.com","139.95"
"2023-10-13","Nike SB","Leo ","Tactics.com","94.95"
"2023-10-07","New","Balance 417 Franky Halloween ","CCS.com","94.95"
"2023-10-04","Emerica","Wino G6 Slip-On Shoes","Tactics.com","74.95"
"2023-10-03","Nike SB","SB Zoom Pogo Plus Prm ","CCS.com","94.95"
"2023-10-26","Reebok","Pump Tz ","CCS.com","159.95"
"2023-10-09","Lakai","Terrace ","Tactics.com","86.95"
"2023-10-05","DC","Manual Hi ","Tactics.com","0.00"
"2023-10-04","Adidas","Busenitz Pro ","Tactics.com","84.95"
"2023-10-11","Globe","Mahalo ","CCS.com","84.95"
"2023-10-07","Vans","Ultrarange EXO Hi GORE-TEX BOA MTE-3 Boots","Tactics.com","229.95"
"2023-10-03","Converse","Chuck 70 Hi ","CCS.com","89.95"
"2023-10-27","DC","JS 1 ","CCS.com","139.95"
"2023-10-20","Adidas","Samba ADV ","CCS.com","99.95"
"2023-10-21","New","Balance 580 ","CCS.com","129.95"
"2023-10-07","Adidas","Samba ADV ","Tactics.com","99.95"
"2023-10-03","New Balance","Numeric 306 Jamie Foy ","Tactics.com","89.95"
"2023-10-01","Converse","AS","CCS.com","79.95"
"2023-10-06","Etnies","Marana Michelin ","Tactics.com","104.95"
"2023-10-01","Lakai","EVO 2.0 Shoes","Tactics.com","89.95"
"2023-10-27","Lakai","Trudger ","Tactics.com","94.95"
"2023-10-02","Emerica","The Low Vulc ","CCS.com","69.95"
"2023-10-26","Converse","Chuck Taylor All Star Pro Mid ","CCS.com","52.50"
"2023-10-17","Etnies","JOSL1N ","Tactics.com","109.95"
"2023-10-01","Adidas","Nora ","Tactics.com","79.95"
"2023-10-25","Thirtytwo","The Lounger Slippers","Tactics.com","79.95"
"2023-10-19","Converse","Louie Lopez Pro Mid ","Tactics.com","79.95"
"2023-10-28","Adidas","Samba ADV ","Tactics.com","99.95"
"2023-10-06","eS","Penny 2 ","CCS.com","99.95"
"2023-10-17","Adidas","Nora ","CCS.com","79.95"
"2023-10-11","C1rca","Buckler Sk ","CCS.com","69.95"
"2023-10-06","Saucony","Shadow 6000 ","CCS.com","84.00"
"2023-10-19","Last Resort","VM003 - Canvas High Top ","Tactics.com","89.95"
"2023-10-11","Nike SB","SB Zoom Blazer Mid ","CCS.com","89.95"
"2023-09-30","DAKINE","Kiawe Sandals","Tactics.com","0.00"
"2023-10-20","Emerica","Wino G6 Slip-On Shoes","Tactics.com","74.95"
"2023-10-18","Last Resort","VM004 - Milic ","Tactics.com","94.95"
"2023-10-16","Etnies","JOSL1N ","Tactics.com","109.95"
"2023-10-14","New Balance","Numeric 417 Franky Villani ","Tactics.com","89.95"
"2023-10-09","New","Balance 580 ","CCS.com","91.00"
"2023-10-20","New","Balance 440 Hi ","CCS.com","63.00"
"2023-10-01","Vans","x Hockey Skate Slip","CCS.com","79.95"
"2023-10-14","eS","The Muska ","Tactics.com","149.95"
"2023-10-16","Vans","Crockett High Decon ","CCS.com","89.95"
"2023-10-11","Vans","Skate Half Cab ","CCS.com","84.95"
"2023-10-02","Lakai","Terrace ","Tactics.com","86.95"
"2023-10-26","New","Balance 306 Foy ","CCS.com","89.95"
"2023-10-11","Globe","Gillette Mid ","CCS.com","129.95"
"2023-10-18","Converse","Chuck 70 Ox ","CCS.com","84.95"
"2023-10-11","DC","x Ben G Truth ","CCS.com","139.95"
"2023-10-17","Vans","Skate Sk8-Hi Shoes","Tactics.com","79.95"
"2023-10-16","New","Balance 417 Villani ","CCS.com","89.95"
"2023-10-18","N/A","Previous","Tactics.com","0.00"
"2023-10-04","eS","Accel Slim Mid ","CCS.com","94.95"
"2023-10-18","Adidas","Forum 84 Low ADV ","CCS.com","109.95"
"2023-10-21","Footprint","Liberty ","Tactics.com","0.00"
"2023-10-09","Vans","Skate Authentic ","CCS.com","79.95"
"2023-10-04","Adidas","Samba ADV ","CCS.com","99.95"
"2023-10-28","Lakai","Terrace ","Tactics.com","84.95"
"2023-10-25","Opus","Court Low ","CCS.com","59.95"
"2023-10-07","Emerica","KSL G6 ","Tactics.com","94.95"
"2023-09-30","Adidas","PUIG Indoor ","Tactics.com","79.95"
"2023-10-26","Emerica","Wino G6 Slip-On Shoes","Tactics.com","74.95"
"2023-10-09","Converse","Fastbreak Pro ","Tactics.com","79.95"
"2023-10-01","Emerica","Gamma G6 ","CCS.com","94.95"
"2023-10-21","Last Resort","VM001 - Suede Low Top ","Tactics.com","93.28"
"2023-10-07","Vans","Skate Half Cab &#39;92 ","CCS.com","94.95"
"2023-10-27","DC","Metric S x Will ","CCS.com","109.95"
"2023-10-21","Vans","Rowan 2 ","CCS.com","109.95"
"2023-10-08","Adidas","Superstar ADV ","Tactics.com","99.95"
"2023-10-06","New","Balance 306 Foy ","CCS.com","89.95"
"2023-10-05","New","Balance 580 ","CCS.com","91.00"
"2023-10-03","eS","The Muska ","Tactics.com","149.95"
"2023-10-17","Last Resort","Resort AB VM004 Milic Suede ","CCS.com","94.95"
"2023-10-06","New","Balance 22 ","CCS.com","84.95"
"2023-10-04","Converse","Louie Lopez Pro Mid ","CCS.com","71.96"
"2023-10-08","C1rca","AL 50 Slim ","CCS.com","69.95"
"2023-10-07","Rainbow Sandals","The Rastafarian Sandals","Tactics.com","0.00"
"2023-10-10","Saucony","Jazz Court ","CCS.com","70.00"
"2023-10-08","Adidas","Nora ","CCS.com","79.95"
"2023-10-08","Thirtytwo","The Lounger Slippers","Tactics.com","79.95"
"2023-10-07","Footprint","Liberty ","Tactics.com","0.00"
"2023-10-03","Nike SB","Ishod Wair ","Tactics.com","0.00"
"2023-10-12","DC","Metric S x Will ","CCS.com","109.95"
"2023-10-22","New","Balance 417 Villani ","CCS.com","89.95"
"2023-10-07","Adidas","Busenitz ","CCS.com","84.95"
"2023-10-18","Adidas","Tyshawn ","CCS.com","89.95"
"2023-10-24","Thirtytwo","The Lounger Slippers","Tactics.com","79.95"
"2023-10-04","Etnies","JOSL1N ","Tactics.com","109.95"
"2023-10-04","Saucony","Jazz Court ","CCS.com","70.00"
"2023-10-11","Converse","Louie Lopez Pro Mid ","CCS.com","71.96"
"2023-10-20","Nike SB","SB Zoom Blazer Mid ","CCS.com","89.95"
"2023-10-22","Converse","Ctas Pro Mid ","CCS.com","74.95"
"2023-10-22","Saucony","Shadow 6000 ","CCS.com","139.95"
"2023-10-20","Nike SB","Zoom Blazer Low Pro GT ","Tactics.com","84.95"
"2023-10-16","Nike SB","Leo ","Tactics.com","94.95"
"2023-09-30","Converse","Chuck Taylor All Star Pro ","Tactics.com","74.95"
"2023-10-28","C1rca","805 ","CCS.com","79.95"
"2023-10-23","C1rca","Buckler SK ","CCS.com","69.95"
"2023-10-07","Nike SB","Zoom Blazer Low Pro GT ","Tactics.com","84.95"
"2023-10-02","Adidas","Tyshawn ","CCS.com","89.95"
"2023-09-30","Vans","Zahba ","Tactics.com","94.95"
"2023-10-26","Lakai","x Pacifico Cambridge ","CCS.com","79.95"
"2023-10-03","Nike SB","SB Zoom Blazer Low Pro GT ","CCS.com","59.47"
"2023-10-25","Vans","Rowan 2 ","CCS.com","109.95"
"2023-10-23","Etnies","MC Rap Hi ","Tactics.com","94.95"
"2023-10-21","Last Resort","Resort AB x Spitfire VM001 Suede ","CCS.com","89.95"
"2023-10-23","C1rca","AL 50 ","CCS.com","69.95"
"2023-10-04","Rainbow Sandals","The Rastafarian Sandals","Tactics.com","0.00"
"2023-09-30","Nike SB","SB Zoom Blazer Mid Prm ","CCS.com","84.98"
"2023-10-27","Reebok","Pump Tz ","CCS.com","159.95"
"2023-10-23","N/A","Previous","Tactics.com","0.00"
"2023-10-14","Vans","Half Cab GORE-TEX MTE-3 Boots","Tactics.com","169.95"
"2023-10-10","Vans","Ultrarange EXO Hi GORE-TEX BOA MTE-3 Boots","Tactics.com","229.95"
"2023-10-22","New Balance","Numeric 808 Tiago Lemos ","Tactics.com","109.95"
"2023-10-21","Globe","Mahalo Plus ","CCS.com","89.95"
"2023-10-08","Nike SB","BRSB Eco ","Tactics.com","84.95"
"2023-10-25","Converse","Chuck Taylor All Star Pro Mid ","CCS.com","52.50"
"2023-10-13","Adidas","Superstar ADV ","CCS.com","99.95"
"2023-10-19","Adidas","Busenitz Vulc II ","CCS.com","74.95"
"2023-10-15","Vans","Half Cab GORE-TEX MTE-3 Boots","Tactics.com","169.95"
"2023-10-19","Emerica","OG","CCS.com","94.95"
"2023-10-16","Adidas","Samba ADV ","CCS.com","99.95"
"2023-10-20","New","Balance 580 ","CCS.com","91.00"
"2023-10-23","New","Balance 580 ","CCS.com","129.95"
"2023-10-18","Lakai","Essex ","Tactics.com","74.95"
"2023-10-09","Thirtytwo","The Lounger Slippers","Tactics.com","79.95"
"2023-10-20","Converse","One Star Pro ","Tactics.com","74.95"
"2023-10-26","Vans","Rowan 2 Pro ","Tactics.com","109.95"
"2023-10-22","C1rca","805 ","CCS.com","79.95"
"2023-10-16","Adidas","Tyshawn Low ","CCS.com","84.95"
"2023-10-10","Converse","Fastbreak Pro ","Tactics.com","79.95"
"2023-10-08","eS","The Muska ","Tactics.com","149.95"
"2023-10-03","Nike SB","Zoom Blazer Low Pro GT ","Tactics.com","84.95"
"2023-10-10","Emerica","Wino G6 Slip-On Shoes","Tactics.com","74.95"
"2023-10-03","Vans","Sk8","CCS.com","104.95"
"2023-10-20","Emerica","Dickson G6 ","Tactics.com","79.95"
"2023-10-11","New","Balance 22 ","CCS.com","84.95"
"2023-10-05","Nike SB","SB Zoom Blazer Mid ","CCS.com","89.95"
"2023-10-04","Adidas","Busenitz Vulc II ","CCS.com","74.95"
"2023-10-16","Vans","Skate Half Cab ","CCS.com","84.95"
"2023-10-06","New","Balance 1010 Tiago ","CCS.com","109.95"
"2023-10-03","Rainbow Sandals","The Bentley Sandals","Tactics.com","0.00"
"2023-10-26","Etnies","JOSL1N ","Tactics.com","109.95"
"2023-10-28","Vans","Rowan 2 Pro ","Tactics.com","109.95"
"2023-10-16","New","Balance 22 ","CCS.com","84.95"
"2023-10-14","Nike SB","Ishod Wair ","Tactics.com","0.00"
"2023-10-12","Globe","Mahalo ","CCS.com","84.95"
"2023-10-11","Vans","Skate Half Cab &#39;92 ","CCS.com","94.95"
"2023-10-03","Emerica","Wino G6 Slip-On Shoes","Tactics.com","69.95"
"2023-10-19","Vans","Skate Sk8-Hi Shoes","Tactics.com","79.95"
"2023-10-09","New","Balance 306 Foy ","CCS.com","89.95"
"2023-10-21","Lakai","Trudger ","Tactics.com","89.95"
"2023-10-27","Last Resort","Resort AB x Spitfire VM001 Suede ","CCS.com","89.95"
"2023-10-09","Saucony","Jazz Court ","CCS.com","70.00"
"2023-10-21","C1rca","Buckler SK ","CCS.com","69.95"
"2023-10-18","New","Balance 1010 Tiago ","CCS.com","109.95"
"2023-10-05","Footprint","Liberty ","Tactics.com","0.00"
"2023-10-21","eS","Penny 2 ","Tactics.com","0.00"
"2023-10-17","Converse","Louie Lopez Pro Mid ","CCS.com","71.96"
"2023-10-13","Emerica","OG","CCS.com","94.95"
"2023-09-30","Vans","Sk8","CCS.com","104.95"
"2023-10-04","Etnies","Marana Michelin ","Tactics.com","104.95"
